"","city","state","city_size","mode","n","percent","moe","state_abb","state_region","type","lon","lat"
"1674","Fremont","California","Large","Bike",371,0.4,0.2,"CA","West","city",-121.988583,37.5485396
"1675","Fresno","California","Large","Bike",1533,0.8,0.2,"CA","West","city",-119.7871247,36.7377981
"1676","Garland","Texas","Large","Bike",77,0.1,0.1,"TX","South","city",-96.6388833,32.912624
"1677","Gilbert","Arizona","Large","Bike",360,0.4,0.1,"AZ","West","town",-111.789027,33.3528264
"1678","Glendale","Arizona","Large","Bike",778,0.8,0.3,"AZ","West","city",-112.1859866,33.5386523
"1679","Greensboro","North Carolina","Large","Bike",351,0.3,0.1,"NC","South","city",-79.7919754,36.0726354
"1680","Henderson","Nevada","Large","Bike",186,0.2,0.1,"NV","West","city",-114.9817213,36.0395247
"1681","Hialeah","Florida","Large","Bike",171,0.2,0.1,"FL","South","city",-80.2781057,25.8575963
"1682","Houston","Texas","Large","Bike",4220,0.4,0.1,"TX","South","city",-95.3698028,29.7604267
"1683","Indianapolis city (balance)","Indiana","Large","Bike",1617,0.4,0.1,"IN","North Central","city (balance)",-86.158068,39.768403
"1684","Irvine","California","Large","Bike",1769,1.7,0.3,"CA","West","city",-117.8265049,33.6845673
"1685","Irving","Texas","Large","Bike",174,0.2,0.1,"TX","South","city",-96.9488945,32.8140177
"1686","Jacksonville","Florida","Large","Bike",1676,0.4,0.1,"FL","South","city",-81.655651,30.3321838
"1687","Jersey City","New Jersey","Large","Bike",582,0.5,0.2,"NJ","Northeast","city",-74.0431435,40.7177545
"1688","Kansas City","Missouri","Large","Bike",649,0.3,0.1,"MO","North Central","city",-94.5785667,39.0997265
"1689","Laredo","Texas","Large","Bike",43,0,0.1,"TX","South","city",-99.5075519,27.5035613
"1690","Las Vegas","Nevada","Large","Bike",1052,0.4,0.1,"NV","West","city",-115.1398296,36.1699412
"1691","Lexington-Fayette","Kentucky","Large","Bike",1286,0.9,0.2,"KY","South","urban county",-84.5037164,38.0405837
"1692","Lincoln","Nebraska","Large","Bike",2127,1.5,0.2,"NE","North Central","city",-96.7025955,40.813616
"1693","Long Beach","California","Large","Bike",2217,1.1,0.2,"CA","West","city",-118.1937395,33.7700504
"1694","Los Angeles","California","Large","Bike",17244,1,0.1,"CA","West","city",-118.2436849,34.0522342
"1695","Lubbock","Texas","Large","Bike",539,0.5,0.2,"TX","South","city",-101.8551665,33.5778631
"1696","Madison","Wisconsin","Large","Bike",6793,5.1,0.5,"WI","North Central","city",-89.4012302,43.0730517
"1697","Memphis","Tennessee","Large","Bike",441,0.2,0.1,"TN","South","city",-90.0489801,35.1495343
"1698","Mesa","Arizona","Large","Bike",1802,0.9,0.2,"AZ","West","city",-111.8314724,33.4151843
"1699","Miami","Florida","Large","Bike",1237,0.7,0.2,"FL","South","city",-80.1917902,25.7616798
"1700","Milwaukee","Wisconsin","Large","Bike",2151,0.8,0.1,"WI","North Central","city",-87.9064736,43.0389025
"1701","Minneapolis","Minnesota","Large","Bike",8334,4.1,0.3,"MN","North Central","city",-93.2650108,44.977753
"1702","Modesto","California","Large","Bike",661,0.8,0.3,"CA","West","city",-120.9968782,37.6390972
"1703","Montgomery","Alabama","Large","Bike",187,0.2,0.1,"AL","South","city",-86.3077368,32.3792233
"1704","New Orleans","Louisiana","Large","Bike",3135,2.1,0.2,"LA","South","city",-90.0715323,29.9510658
"1705","New York","New York","Large","Bike",28458,0.8,0.1,"NY","Northeast","city",-74.0059728,40.7127753
"1706","Newark","New Jersey","Large","Bike",251,0.2,0.1,"NJ","Northeast","city",-74.1723667,40.735657
"1707","Norfolk","Virginia","Large","Bike",576,0.5,0.1,"VA","South","city",-76.2858726,36.8507689
"1708","North Las Vegas","Nevada","Large","Bike",179,0.2,0.1,"NV","West","city",-115.1175013,36.1988592
"1709","Oakland","California","Large","Bike",4346,2.4,0.3,"CA","West","city",-122.2711639,37.8043514
"1710","Oklahoma City","Oklahoma","Large","Bike",494,0.2,0.1,"OK","South","city",-97.5164276,35.4675602
"1711","Omaha","Nebraska","Large","Bike",393,0.2,0.1,"NE","North Central","city",-95.9345034,41.2565369
"1712","Orlando","Florida","Large","Bike",532,0.4,0.1,"FL","South","city",-81.3792365,28.5383355
"1713","Oxnard","California","Large","Bike",542,0.6,0.2,"CA","West","city",-119.1770516,34.1975048
"1714","Philadelphia","Pennsylvania","Large","Bike",11755,2,0.2,"PA","Northeast","city",-75.1652215,39.9525839
"1715","Phoenix","Arizona","Large","Bike",4640,0.7,0.1,"AZ","West","city",-112.0740373,33.4483771
"1716","Pittsburgh","Pennsylvania","Large","Bike",1893,1.3,0.2,"PA","Northeast","city",-79.9958864,40.4406248
"1717","Plano","Texas","Large","Bike",122,0.1,0.1,"TX","South","city",-96.6988856,33.0198431
"1718","Portland","Oregon","Large","Bike",18315,6.1,0.3,"OR","West","city",-122.6750261,45.5051064
"1719","Raleigh","North Carolina","Large","Bike",1175,0.6,0.2,"NC","South","city",-78.6381787,35.7795897
"1720","Reno","Nevada","Large","Bike",982,0.9,0.2,"NV","West","city",-119.8138027,39.5296329
"1721","Richmond","Virginia","Large","Bike",1960,2.1,0.3,"VA","South","city",-77.4360481,37.5407246
"1722","Riverside","California","Large","Bike",1126,0.9,0.2,"CA","West","city",-117.3754942,33.9806005
"1723","Rochester","New York","Large","Bike",1021,1.2,0.2,"NY","Northeast","city",-77.6088465,43.1565779
"1724","Sacramento","California","Large","Bike",4935,2.5,0.3,"CA","West","city",-121.4943996,38.5815719
"1725","San Antonio","Texas","Large","Bike",1011,0.2,0.1,"TX","South","city",-98.4936282,29.4241219
"1726","San Bernardino","California","Large","Bike",265,0.4,0.2,"CA","West","city",-117.2897652,34.1083449
"1727","San Diego","California","Large","Bike",5885,0.9,0.1,"CA","West","city",-117.1610838,32.715738
"1728","San Francisco","California","Large","Bike",14833,3.4,0.2,"CA","West","city",-122.4194155,37.7749295
"1729","San Jose","California","Large","Bike",4023,0.9,0.1,"CA","West","city",-121.8863286,37.3382082
"1730","Santa Ana","California","Large","Bike",1629,1.1,0.2,"CA","West","city",-117.867653,33.7454725
"1731","Scottsdale","Arizona","Large","Bike",1119,1,0.3,"AZ","West","city",-111.9260519,33.4941704
"1732","Seattle","Washington","Large","Bike",11970,3.4,0.2,"WA","West","city",-122.3320708,47.6062095
"1733","Shreveport","Louisiana","Large","Bike",63,0.1,0.1,"LA","South","city",-93.7501789,32.5251516
"1734","Spokane","Washington","Large","Bike",1130,1.2,0.3,"WA","West","city",-117.4260465,47.6587802
"1735","St. Louis","Missouri","Large","Bike",1150,0.8,0.2,"MO","North Central","city",-90.1994042,38.6270025
"1736","St. Paul","Minnesota","Large","Bike",1572,1.1,0.2,"MN","North Central","city",-93.0899578,44.9537029
"1737","St. Petersburg","Florida","Large","Bike",1381,1.2,0.2,"FL","South","city",-82.6402915,27.7676008
"1738","Stockton","California","Large","Bike",658,0.6,0.2,"CA","West","city",-121.2907796,37.9577016
"1739","Tacoma","Washington","Large","Bike",654,0.7,0.2,"WA","West","city",-122.4442906,47.2528768
"1740","Tampa","Florida","Large","Bike",2128,1.4,0.2,"FL","South","city",-82.4571776,27.950575
"1741","Toledo","Ohio","Large","Bike",388,0.3,0.1,"OH","North Central","city",-83.5378674,41.6528052
"1742","Tucson","Arizona","Large","Bike",5527,2.4,0.2,"AZ","West","city",-110.9747108,32.2226066
"1743","Tulsa","Oklahoma","Large","Bike",657,0.4,0.1,"OK","South","city",-95.992775,36.1539816
"1744","Urban Honolulu CDP","Hawaii","Large","Bike",3070,1.8,0.2,"HI","West","city",-157.8583333,21.3069444
"1745","Virginia Beach","Virginia","Large","Bike",1629,0.7,0.2,"VA","South","city",-75.977985,36.8529263
"1746","Washington","District of Columbia","Large","Bike",9347,3.1,0.2,NA,NA,"city",-77.0368707,38.9071923
"1747","Wichita","Kansas","Large","Bike",476,0.3,0.1,"KS","North Central","city",-97.330053,37.6871761
"1748","Winston-Salem","North Carolina","Large","Bike",172,0.2,0.1,"NC","South","city",-80.244216,36.0998596
"1749","Aberdeen","South Dakota","Small","Walk",618,4.4,1,"SD","North Central","city",-98.4864829,45.4646985
"1750","Acworth","Georgia","Small","Walk",112,1.1,1.5,"GA","South","city",-84.6768796,34.0659329
"1751","Addison","Illinois","Small","Walk",144,0.8,0.6,"IL","North Central","village",-87.9889556,41.931696
"1752","Adelanto","California","Small","Walk",38,0.5,0.6,"CA","West","city",-117.409215,34.5827699
"1753","Adrian","Michigan","Small","Walk",937,11.8,2.2,"MI","North Central","city",-84.0371659,41.8975471
"1754","Agawam Town","Massachusetts","Small","Walk",246,1.6,1.1,"MA","Northeast","city",-72.6148117,42.0695391
"1755","Agoura Hills","California","Small","Walk",223,2.2,1.6,"CA","West","city",-118.7616764,34.1533395
"1756","Aiken","South Carolina","Small","Walk",319,2.7,1.2,"SC","South","city",-81.7195533,33.5604168
"1757","Alabaster","Alabama","Small","Walk",38,0.2,0.2,"AL","South","city",-86.8163773,33.2442813
"1758","Alameda","California","Small","Walk",1452,3.9,0.8,"CA","West","city",-122.2821855,37.7798721
"1759","Alamogordo","New Mexico","Small","Walk",193,1.5,0.8,"NM","West","city",-105.960265,32.8995325
"1760","Albany","Georgia","Small","Walk",1140,4,1,"GA","South","city",-84.155741,31.5785074
"1761","Albany","New York","Small","Walk",4470,9.9,1.1,"NY","Northeast","city",-73.7562317,42.6525793
"1762","Albany","Oregon","Small","Walk",780,3.7,1,"OR","West","city",-123.1059282,44.6365107
"1763","Albertville","Alabama","Small","Walk",26,0.3,0.3,"AL","South","city",-86.2088669,34.2675937
"1764","Alexandria","Louisiana","Small","Walk",282,1.5,0.5,"LA","South","city",-92.4451371,31.3112936
"1765","Algonquin","Illinois","Small","Walk",56,0.4,0.3,"IL","North Central","village",-88.2942493,42.1655801
"1766","Alhambra","California","Small","Walk",734,1.8,0.4,"CA","West","city",-118.1270146,34.095287
"1767","Aliso Viejo","California","Small","Walk",392,1.5,0.6,"CA","West","city",-117.7262981,33.5684605
"1768","Allen","Texas","Small","Walk",237,0.6,0.3,"TX","South","city",-96.6705503,33.1031744
"1769","Allen Park","Michigan","Small","Walk",114,1,0.5,"MI","North Central","city",-83.2110375,42.2575385
"1770","Alliance","Ohio","Small","Walk",266,3,1.2,"OH","North Central","city",-81.1059309,40.9153362
"1771","Alpharetta","Georgia","Small","Walk",497,1.7,0.9,"GA","South","city",-84.2940899,34.0753762
"1772","Altamonte Springs","Florida","Small","Walk",558,2.5,1,"FL","South","city",-81.3656242,28.6611089
"1773","Alton","Illinois","Small","Walk",151,1.4,0.8,"IL","North Central","city",-90.1842764,38.8906038
"1774","Altoona","Pennsylvania","Small","Walk",772,4,1.1,"PA","Northeast","city",-78.3947359,40.5186809
"1775","Alvin","Texas","Small","Walk",199,1.9,1.1,"TX","South","city",-95.2441009,29.4238472
"1776","American Fork","Utah","Small","Walk",193,1.9,0.7,"UT","West","city",-111.7957645,40.3768954
"1777","Ames","Iowa","Small","Walk",3382,10.5,1.3,"IA","North Central","city",-93.6319131,42.0307812
"1778","Anderson","Indiana","Small","Walk",953,4.4,0.9,"IN","North Central","city",-85.6802541,40.1053196
"1779","Anderson","South Carolina","Small","Walk",438,4.1,1.6,"SC","South","city",-82.6501332,34.5034394
"1780","Andover","Minnesota","Small","Walk",19,0.1,0.1,"MN","North Central","city",-93.2913405,45.2332984
"1781","Ankeny","Iowa","Small","Walk",144,0.6,0.3,"IA","North Central","city",-93.6001278,41.7317884
"1782","Annapolis","Maryland","Small","Walk",806,3.9,1,"MD","South","city",-76.4921829,38.9784453
"1783","Anniston","Alabama","Small","Walk",147,1.7,0.6,"AL","South","city",-85.8316318,33.6598257
"1784","Apache Junction","Arizona","Small","Walk",103,0.9,0.7,"AZ","West","city",-111.5495777,33.4150485
"1785","Apex","North Carolina","Small","Walk",201,1.1,0.7,"NC","South","town",-78.8502856,35.732652
"1786","Apopka","Florida","Small","Walk",122,0.6,0.4,"FL","South","city",-81.5322149,28.6934076
"1787","Apple Valley","Minnesota","Small","Walk",172,0.6,0.3,"MN","North Central","city",-93.21772,44.7319094
"1788","Apple Valley","California","Small","Walk",87,0.4,0.3,"CA","West","town",-117.1858759,34.5008311
"1789","Appleton","Wisconsin","Small","Walk",1391,3.8,0.7,"WI","North Central","city",-88.4153847,44.2619309
"1790","Arcadia","California","Small","Walk",304,1.2,0.5,"CA","West","city",-118.0353449,34.1397292
"1791","Ardmore","Oklahoma","Small","Walk",280,2.7,1.1,"OK","South","city",-97.1436254,34.1742611
"1792","Arlington Heights","Illinois","Small","Walk",582,1.6,0.5,"IL","North Central","village",-87.9806265,42.0883603
"1793","Arnold","Missouri","Small","Walk",93,0.9,0.6,"MO","North Central","city",-90.3776187,38.4328317
"1794","Arvin","California","Small","Walk",88,1.3,0.9,"CA","West","city",-118.833105,35.2017986
"1795","Asheboro","North Carolina","Small","Walk",137,1.4,0.8,"NC","South","city",-79.8136446,35.7079146
"1796","Asheville","North Carolina","Small","Walk",1500,3.7,0.9,"NC","South","city",-82.5514869,35.5950581
"1797","Ashland","Kentucky","Small","Walk",444,5.5,1.7,"KY","South","city",-82.6379387,38.4784144
"1798","Ashland","Ohio","Small","Walk",628,7.2,1.7,"OH","North Central","city",-82.3182178,40.8686675
"1799","Ashland","Oregon","Small","Walk",880,9.8,2.1,"OR","West","city",-122.7094767,42.1945758
"1800","Atascadero","California","Small","Walk",98,0.7,0.6,"CA","West","city",-120.6707255,35.4894169
"1801","Athens","Alabama","Small","Walk",87,1,0.7,"AL","South","city",-86.9716741,34.8028661
"1802","Athens","Ohio","Small","Walk",3461,36.8,5.4,"OH","North Central","city",-82.1012554,39.3292396
"1803","Atlantic City","New Jersey","Small","Walk",2701,17.8,2.7,"NJ","Northeast","city",-74.4229266,39.3642834
"1804","Attleboro","Massachusetts","Small","Walk",535,2.4,0.9,"MA","Northeast","city",-71.2856082,41.9445441
"1805","Atwater","California","Small","Walk",103,1.1,0.6,"CA","West","city",-120.609084,37.3477174
"1806","Auburn","Alabama","Small","Walk",1367,5.7,1.1,"AL","South","city",-85.4807825,32.6098566
"1807","Auburn","Maine","Small","Walk",392,3.4,1.1,"ME","Northeast","city",-70.2311655,44.0978509
"1808","Auburn","New York","Small","Walk",627,5.2,1.4,"NY","Northeast","city",-76.5660529,42.9317335
"1809","Auburn","Washington","Small","Walk",646,2,0.5,"WA","West","city",-122.2284532,47.3073228
"1810","Auburn Hills","Michigan","Small","Walk",341,3.1,1.4,"MI","North Central","city",-83.2341028,42.6875323
"1811","Austin","Minnesota","Small","Walk",594,5.2,1.5,"MN","North Central","city",-92.9746367,43.6666296
"1812","Aventura","Florida","Small","Walk",148,1.1,0.8,"FL","South","city",-80.1392121,25.9564812
"1813","Avon","Ohio","Small","Walk",47,0.5,0.5,"OH","North Central","city",-82.0354225,41.4517093
"1814","Avon Lake","Ohio","Small","Walk",58,0.6,0.4,"OH","North Central","city",-82.0282001,41.5053178
"1815","Avondale","Arizona","Small","Walk",391,1.2,0.7,"AZ","West","city",-112.3496021,33.4355977
"1816","Azusa","California","Small","Walk",1340,6.4,1.7,"CA","West","city",-117.9075627,34.1336186
"1817","Bainbridge Island","Washington","Small","Walk",621,6.1,1.8,"WA","West","city",-122.5210007,47.6248791
"1818","Balch Springs","Texas","Small","Walk",73,0.8,0.6,"TX","South","city",-96.6227714,32.7287413
"1819","Baldwin Park","California","Small","Walk",561,1.8,0.5,"CA","West","city",-117.9608978,34.0852868
"1820","Ballwin","Missouri","Small","Walk",302,1.9,0.8,"MO","North Central","city",-90.5462339,38.5950532
"1821","Bangor","Maine","Small","Walk",959,5.9,1.5,"ME","Northeast","city",-68.7712257,44.8016128
"1822","Banning","California","Small","Walk",101,1.1,0.8,"CA","West","city",-116.8764103,33.9255713
"1823","Barberton","Ohio","Small","Walk",237,2,0.9,"OH","North Central","city",-81.6051221,41.012833
"1824","Barnstable Town","Massachusetts","Small","Walk",509,2.3,0.8,"MA","Northeast","city",-70.3002024,41.7003208
"1825","Barstow","California","Small","Walk",644,7.5,3.4,"CA","West","city",-117.0172826,34.8957957
"1826","Bartlesville","Oklahoma","Small","Walk",349,2.2,0.7,"OK","South","city",-95.9808179,36.7473114
"1827","Bartlett","Tennessee","Small","Walk",91,0.3,0.2,"TN","South","city",-89.8739753,35.2045328
"1828","Bartlett","Illinois","Small","Walk",159,0.7,0.6,"IL","North Central","village",-88.1856301,41.9950276
"1829","Batavia","Illinois","Small","Walk",154,1.2,0.7,"IL","North Central","city",-88.3125738,41.8500284
"1830","Battle Creek","Michigan","Small","Walk",802,3.9,0.9,"MI","North Central","city",-85.1797142,42.3211522
"1831","Bay City","Michigan","Small","Walk",362,2.6,1,"MI","North Central","city",-83.8888647,43.5944677
"1832","Bayonne","New Jersey","Small","Walk",2626,8.7,1.3,"NJ","Northeast","city",-74.1143091,40.6687141
"1833","Baytown","Texas","Small","Walk",419,1.5,0.6,"TX","South","city",-94.9774274,29.7355047
"1834","Beaumont","California","Small","Walk",106,0.7,0.5,"CA","West","city",-116.977248,33.9294606
"1835","Beavercreek","Ohio","Small","Walk",300,1.3,0.6,"OH","North Central","city",-84.0632685,39.7092262
"1836","Beaverton","Oregon","Small","Walk",2370,5.3,1.2,"OR","West","city",-122.8013771,45.4888761
"1837","Bedford","Texas","Small","Walk",323,1.2,0.7,"TX","South","city",-97.1430671,32.844017
"1838","Bell","California","Small","Walk",502,3.8,1.4,"CA","West","city",-118.1870156,33.9775142
"1839","Bell Gardens","California","Small","Walk",554,3.4,1,"CA","West","city",-118.1514588,33.9652918
"1840","Bella Vista","Arkansas","Small","Walk",181,1.7,1.6,"AR","South","town",-94.2732642,36.481464
"1841","Belleville","Illinois","Small","Walk",416,1.9,0.9,"IL","North Central","city",-89.9839935,38.5200504
"1842","Bellevue","Nebraska","Small","Walk",226,0.9,0.3,"NE","North Central","city",-95.9145568,41.1543623
"1843","Bellflower","California","Small","Walk",620,1.9,0.7,"CA","West","city",-118.1170117,33.8816818
"1844","Bellingham","Washington","Small","Walk",3243,8.2,1.4,"WA","West","city",-122.4786854,48.7519112
"1845","Belmont","California","Small","Walk",259,2,0.8,"CA","West","city",-122.2758008,37.5202145
"1846","Beloit","Wisconsin","Small","Walk",679,4.5,1.1,"WI","North Central","city",-89.0317765,42.5083482
"1847","Belton","Missouri","Small","Walk",39,0.4,0.3,"MO","North Central","city",-94.5318982,38.8119527
"1848","Belvidere","Illinois","Small","Walk",242,2.3,1.4,"IL","North Central","city",-88.8442674,42.2639098
"1849","Benbrook","Texas","Small","Walk",23,0.2,0.2,"TX","South","city",-97.4605759,32.673188
"1850","Bend","Oregon","Small","Walk",1090,3,1.1,"OR","West","city",-121.3153096,44.0581728
"1851","Benicia","California","Small","Walk",261,2,1,"CA","West","city",-122.1585777,38.049365
"1852","Benton","Arkansas","Small","Walk",165,1.2,0.6,"AR","South","city",-92.586828,34.5645371
"1853","Bentonville","Arkansas","Small","Walk",398,2.3,1.1,"AR","South","city",-94.2088172,36.3728538
"1854","Bergenfield","New Jersey","Small","Walk",288,2.1,1.2,"NJ","Northeast","borough",-73.9973608,40.9275987
"1855","Berwyn","Illinois","Small","Walk",1157,4.7,1.3,"IL","North Central","city",-87.7936685,41.8505874
"1856","Bessemer","Alabama","Small","Walk",69,0.7,0.6,"AL","South","city",-86.954437,33.4017766
"1857","Bethel Park","Pennsylvania","Small","Walk",156,1,0.4,"PA","Northeast","municipality",-80.0394977,40.3275697
"1858","Bethlehem","Pennsylvania","Small","Walk",1631,5,1,"PA","Northeast","city",-75.3704579,40.6259316
"1859","Bettendorf","Iowa","Small","Walk",141,0.9,0.5,"IA","North Central","city",-90.5072573,41.5262641
"1860","Beverly","Massachusetts","Small","Walk",1336,6.4,1.2,"MA","Northeast","city",-70.880049,42.5584283
"1861","Beverly Hills","California","Small","Walk",889,5.4,1.2,"CA","West","city",-118.4003563,34.0736204
"1862","Biddeford","Maine","Small","Walk",661,6,2.4,"ME","Northeast","city",-70.4533844,43.4925843
"1863","Big Spring","Texas","Small","Walk",231,2.6,1.3,"TX","South","city",-101.4787355,32.2503979
"1864","Biloxi","Mississippi","Small","Walk",2131,9.3,1.5,"MS","South","city",-88.8853078,30.3960318
"1865","Binghamton","New York","Small","Walk",899,4.8,1.1,"NY","Northeast","city",-75.9179738,42.0986867
"1866","Birmingham","Michigan","Small","Walk",185,1.9,0.9,"MI","North Central","city",-83.2113192,42.5467012
"1867","Bismarck","North Dakota","Small","Walk",840,2.5,0.6,"ND","North Central","city",-100.7837392,46.8083268
"1868","Bixby","Oklahoma","Small","Walk",19,0.2,0.2,"OK","South","city",-95.8833235,35.9420431
"1869","Blacksburg","Virginia","Small","Walk",1836,10.6,1.9,"VA","South","town",-80.4139393,37.2295733
"1870","Blaine","Minnesota","Small","Walk",232,0.8,0.3,"MN","North Central","city",-93.2349489,45.1607987
"1871","Bloomingdale","Illinois","Small","Walk",99,0.9,0.8,"IL","North Central","village",-88.0809036,41.9575285
"1872","Bloomington","Illinois","Small","Walk",1201,3.1,0.8,"IL","North Central","city",-88.9936873,40.4842027
"1873","Bloomington","Indiana","Small","Walk",5067,14.4,1.5,"IN","North Central","city",-86.5263857,39.165325
"1874","Bloomington","Minnesota","Small","Walk",757,1.8,0.5,"MN","North Central","city",-93.2982799,44.840798
"1875","Blue Island","Illinois","Small","Walk",263,2.7,1.2,"IL","North Central","city",-87.6800486,41.6572562
"1876","Blue Springs","Missouri","Small","Walk",187,0.7,0.4,"MO","North Central","city",-94.2816148,39.0169509
"1877","Blythe","California","Small","Walk",147,2.7,1.3,"CA","West","city",-114.5882607,33.6177725
"1878","Boca Raton","Florida","Small","Walk",936,2.4,0.6,"FL","South","city",-80.1289321,26.3683064
"1879","Bolingbrook","Illinois","Small","Walk",347,1,0.3,"IL","North Central","village",-88.0683955,41.6986416
"1880","Bonita Springs","Florida","Small","Walk",189,1.2,0.7,"FL","South","city",-81.7786972,26.339806
"1881","Bossier City","Louisiana","Small","Walk",815,2.7,0.7,"LA","South","city",-93.7321228,32.5159852
"1882","Bothell","Washington","Small","Walk",237,1.4,0.6,"WA","West","city",-122.2054452,47.760111
"1883","Bountiful","Utah","Small","Walk",266,1.4,0.6,"UT","West","city",-111.880771,40.8893895
"1884","Bowie","Maryland","Small","Walk",466,1.6,0.6,"MD","South","city",-76.7791365,39.0067768
"1885","Bowling Green","Kentucky","Small","Walk",1338,5,1,"KY","South","city",-86.4808043,36.9685219
"1886","Bowling Green","Ohio","Small","Walk",2351,15.8,2.4,"OH","North Central","city",-83.6513229,41.3747744
"1887","Boynton Beach","Florida","Small","Walk",246,0.8,0.4,"FL","South","city",-80.0905465,26.5317866
"1888","Bozeman","Montana","Small","Walk",2071,10.1,1.7,"MT","West","city",-111.0429339,45.6769979
"1889","Bradenton","Florida","Small","Walk",264,1.3,0.5,"FL","South","city",-82.5748194,27.4989278
"1890","Braintree Town","Massachusetts","Small","Walk",154,0.9,0.4,"MA","Northeast","city",-71.0040013,42.2079017
"1891","Brandon","Mississippi","Small","Walk",38,0.4,0.4,"MS","South","city",-90.001384,32.2788733
"1892","Brawley","California","Small","Walk",315,3.7,1.7,"CA","West","city",-115.530267,32.9786566
"1893","Brea","California","Small","Walk",299,1.5,0.7,"CA","West","city",-117.9002918,33.916475
"1894","Bremerton","Washington","Small","Walk",2004,11.1,3,"WA","West","city",-122.6269768,47.5650067
"1895","Brentwood","California","Small","Walk",180,0.8,0.5,"CA","West","city",-121.6957863,37.931868
"1896","Brentwood","Tennessee","Small","Walk",161,1,0.6,"TN","South","city",-86.7827772,36.0331164
"1897","Bridgeton","New Jersey","Small","Walk",194,2.5,1.3,"NJ","Northeast","city",-75.2340768,39.427337
"1898","Brighton","Colorado","Small","Walk",313,2.1,0.9,"CO","West","city",-104.8205283,39.9852617
"1899","Bristol","Connecticut","Small","Walk",367,1.2,0.5,"CT","Northeast","city",-72.9492703,41.6717648
"1900","Bristol","Tennessee","Small","Walk",191,1.7,1.1,"TN","South","city",-82.1887444,36.5951059
"1901","Brockton","Massachusetts","Small","Walk",1133,2.7,0.6,"MA","Northeast","city",-71.0183787,42.0834335
"1902","Brookfield","Wisconsin","Small","Walk",145,0.8,0.5,"WI","North Central","city",-88.1064787,43.0605671
"1903","Brookings","South Dakota","Small","Walk",1096,8.9,2,"SD","North Central","city",-96.7983877,44.3113573
"1904","Brooklyn Center","Minnesota","Small","Walk",384,2.7,1.1,"MN","North Central","city",-93.3327283,45.076076
"1905","Brooklyn Park","Minnesota","Small","Walk",259,0.7,0.3,"MN","North Central","city",-93.3563405,45.0941315
"1906","Broomfield","Colorado","Small","Walk",355,1.2,0.6,"CO","West","city",-105.0866504,39.9205411
"1907","Brownsburg","Indiana","Small","Walk",11,0.1,0.2,"IN","North Central","town",-86.3977735,39.8433769
"1908","Brunswick","Ohio","Small","Walk",261,1.5,1.1,"OH","North Central","city",-81.8418006,41.2381096
"1909","Bryan","Texas","Small","Walk",924,2.6,0.8,"TX","South","city",-96.3699632,30.6743643
"1910","Buckeye","Arizona","Small","Walk",211,1.1,0.5,"AZ","West","town",-112.5837766,33.3703197
"1911","Buena Park","California","Small","Walk",1057,2.9,0.6,"CA","West","city",-117.9981387,33.8674044
"1912","Buffalo Grove","Illinois","Small","Walk",119,0.5,0.2,"IL","North Central","village",-87.9631308,42.1662831
"1913","Bullhead City","Arizona","Small","Walk",177,1.3,0.7,"AZ","West","city",-114.5285981,35.1359386
"1914","Burbank","Illinois","Small","Walk",175,1.4,0.7,"IL","North Central","city",-87.760738,41.7467619
"1915","Burien","Washington","Small","Walk",355,1.8,0.6,"WA","West","city",-122.3405305,47.4668384
"1916","Burleson","Texas","Small","Walk",156,0.9,0.6,"TX","South","city",-97.3208492,32.5420821
"1917","Burlingame","California","Small","Walk",532,3.7,1.4,"CA","West","city",-122.34809,37.5778696
"1918","Burlington","Iowa","Small","Walk",240,2.1,0.9,"IA","North Central","city",-91.1128901,40.8076529
"1919","Burlington","North Carolina","Small","Walk",250,1.1,0.6,"NC","South","city",-79.4377991,36.0956918
"1920","Burlington","Vermont","Small","Walk",4490,20.3,1.9,"VT","Northeast","city",-73.212072,44.4758825
"1921","Burnsville","Minnesota","Small","Walk",426,1.3,0.5,"MN","North Central","city",-93.2777226,44.7677424
"1922","Burton","Michigan","Small","Walk",59,0.5,0.3,"MI","North Central","city",-83.6163423,42.9994718
"1923","Butte-Silver Bow ()","Montana","Small","Walk",651,4.2,1.3,"MT","West","(balance)",-112.5347775,46.0038232
"1924","Cabot","Arkansas","Small","Walk",123,1.1,0.8,"AR","South","city",-92.0165336,34.974532
"1925","Calabasas","California","Small","Walk",27,0.3,0.3,"CA","West","city",-118.6614809,34.1367208
"1926","Caldwell","Idaho","Small","Walk",181,1,0.4,"ID","West","city",-116.6873596,43.6629384
"1927","Caledonia","Wisconsin","Small","Walk",26,0.2,0.2,"WI","North Central","village",-87.924248,42.8077958
"1928","Calexico","California","Small","Walk",438,3.6,1.4,"CA","West","city",-115.4988834,32.6789476
"1929","Calumet City","Illinois","Small","Walk",334,2.3,1,"IL","North Central","city",-87.5294871,41.6155909
"1930","Camarillo","California","Small","Walk",392,1.3,0.5,"CA","West","city",-119.0376023,34.2163937
"1931","Camas","Washington","Small","Walk",153,1.9,1.1,"WA","West","city",-122.402442,45.5867128
"1932","Camden","New Jersey","Small","Walk",1300,5.5,1.3,"NJ","Northeast","city",-75.1196199,39.9259463
"1933","Campbell","California","Small","Walk",306,1.4,0.6,"CA","West","city",-121.9499568,37.2871651
"1934","Canton","Georgia","Small","Walk",258,2.6,1.4,"GA","South","city",-84.4907621,34.2367621
"1935","Canton","Ohio","Small","Walk",898,3.1,1,"OH","North Central","city",-81.378447,40.7989473
